,complexity,loss,score,equation,sympy_format,lambda_format
18,21,0.373048630646642,0.07091720991242144,(exp(exp(sin(SiO2)) - sin(sin(sin(cos(exp(sin(SiO2) + (Al2O3 / 0.741317062018648)) - cos(T)))))) / 0.4653569275734249),2.148888177542427*exp(exp(sin(SiO2)) - sin(sin(sin(cos(exp(1.34895047103994*Al2O3 + sin(SiO2)) - cos(T)))))),PySRFunction(X=>2.148888177542427*exp(exp(sin(SiO2)) - sin(sin(sin(cos(exp(1.34895047103994*Al2O3 + sin(SiO2)) - cos(T)))))))
19,22,0.3549196649347493,0.04981732030604026,((exp(exp(SiO2) - sin(sin(sin(sin(cos((exp(SiO2) - cos(T)) + Al2O3))) - Al2O3))) / 0.4653569275734249) - CaO),-CaO + 2.148888177542427*exp(exp(SiO2) + sin(sin(Al2O3 - sin(sin(cos(Al2O3 + exp(SiO2) - cos(T))))))),PySRFunction(X=>-CaO + 2.148888177542427*exp(exp(SiO2) + sin(sin(Al2O3 - sin(sin(cos(Al2O3 + exp(SiO2) - cos(T))))))))
20,23,0.3175310060715665,0.11131599742522964,((exp(exp(SiO2) - sin(sin(sin(sin(sin(cos((exp(SiO2) - cos(T)) + Al2O3)))) - Al2O3))) / 0.4653569275734249) - CaO),-CaO + 2.148888177542427*exp(exp(SiO2) + sin(sin(Al2O3 - sin(sin(sin(cos(Al2O3 + exp(SiO2) - cos(T)))))))),PySRFunction(X=>-CaO + 2.148888177542427*exp(exp(SiO2) + sin(sin(Al2O3 - sin(sin(sin(cos(Al2O3 + exp(SiO2) - cos(T)))))))))
21,24,0.3025639578011934,0.04828278461262718,((exp(exp(SiO2) - sin(sin(sin(sin(sin(sin(cos((exp(SiO2) - cos(T)) + Al2O3)))))) - Al2O3)) / 0.4653569275734249) - CaO),-CaO + 2.148888177542427*exp(exp(SiO2) + sin(Al2O3 - sin(sin(sin(sin(sin(cos(Al2O3 + exp(SiO2) - cos(T))))))))),PySRFunction(X=>-CaO + 2.148888177542427*exp(exp(SiO2) + sin(Al2O3 - sin(sin(sin(sin(sin(cos(Al2O3 + exp(SiO2) - cos(T))))))))))
22,25,0.2998467964782149,0.009021020060689547,((exp(exp(SiO2) - sin(sin(sin(sin(sin(cos((exp(SiO2) - sin(sin(cos(T)))) + Al2O3)))) - Al2O3))) / 0.4653569275734249) - CaO),-CaO + 2.148888177542427*exp(exp(SiO2) + sin(sin(Al2O3 - sin(sin(sin(cos(Al2O3 + exp(SiO2) - sin(sin(cos(T)))))))))),PySRFunction(X=>-CaO + 2.148888177542427*exp(exp(SiO2) + sin(sin(Al2O3 - sin(sin(sin(cos(Al2O3 + exp(SiO2) - sin(sin(cos(T)))))))))))
23,27,0.2079968864459629,0.1828742776150677,((((exp(0.38828287484519636 ^ cos(T)) + cube(cube(sqrt(sin(inv(SiO2) - Al2O3)) + Al2O3))) / 0.2916176746050667) - cos(T ^ 0.7206310488125492)) / sqrt(sqrt(1.631127041045008))),3.034339779179182*(Al2O3 + sqrt(-sin(Al2O3 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>3.034339779179182*(Al2O3 + sqrt(-sin(Al2O3 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492))
24,28,0.1865752965792063,0.10868821796551717,((((exp(0.38828287484519636 ^ cos(T)) + cube(cube(sqrt(sin(inv(SiO2) - Al2O3)) + Al2O3))) / sin(0.2916176746050667)) - cos(T ^ 0.7206310488125492)) / sqrt(sqrt(1.631127041045008))),3.077777479687135*(Al2O3 + sqrt(-sin(Al2O3 - 1/SiO2)))**9 + 3.077777479687135*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>3.077777479687135*(Al2O3 + sqrt(-sin(Al2O3 - 1/SiO2)))**9 + 3.077777479687135*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492))
25,29,0.1834805939405007,0.01672598580444867,((((exp(0.38828287484519636 ^ cos(T)) + cube(cube(sqrt(sin(inv(SiO2) - Al2O3)) + Al2O3))) / 0.2916176746050667) - (cos(T ^ 0.7206310488125492) - Al2O3)) / sqrt(sqrt(1.631127041045008))),0.8848671103658847*Al2O3 + 3.034339779179182*(Al2O3 + sqrt(-sin(Al2O3 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>0.8848671103658847*Al2O3 + 3.034339779179182*(Al2O3 + sqrt(-sin(Al2O3 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492))
26,30,0.1823733209095716,0.006053106810481409,((((exp(0.38828287484519636 ^ cos(T)) + cube(cube((sqrt(sin(inv(SiO2) - Al2O3)) + Al2O3) ^ 0.9740803785575461))) / sin(0.2916176746050667)) - cos(T ^ 0.7206310488125492)) / sqrt(sqrt(1.631127041045008))),3.077777479687135*(Al2O3 + sqrt(-sin(Al2O3 - 1/SiO2)))**8.766723407017915 + 3.077777479687135*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>3.077777479687135*(Al2O3 + sqrt(-sin(Al2O3 - 1/SiO2)))**8.766723407017915 + 3.077777479687135*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492))
27,31,0.1562220225973821,0.15477758279161177,((((exp(0.38828287484519636 ^ cos(T)) + cube(cube(sqrt(sin(inv(SiO2) - (Al2O3 * 1.7056229023174632))) + (Al2O3 / 1.1831170854335482)))) / 0.2916176746050667) - cos(T ^ 0.7206310488125492)) / sqrt(sqrt(1.631127041045008))),3.034339779179182*(0.84522488290628841*Al2O3 + sqrt(-sin(1.7056229023174632*Al2O3 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>3.034339779179182*(0.84522488290628841*Al2O3 + sqrt(-sin(1.7056229023174632*Al2O3 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492))
28,32,0.1516072423134834,0.029984972623846293,((((exp(0.38828287484519636 ^ cos(T)) + cube(cube(sqrt(sin(inv(SiO2) - (Al2O3 + Al2O3))) + (Al2O3 / sqrt(1.631127041045008))))) / 0.2916176746050667) - cos(T ^ 0.7206310488125492)) / sqrt(sqrt(1.631127041045008))),3.034339779179182*(0.7829898030072707*Al2O3 + sqrt(-sin(2*Al2O3 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>3.034339779179182*(0.7829898030072707*Al2O3 + sqrt(-sin(2*Al2O3 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492))
29,33,0.1515070279955666,0.000661231300433434,((((exp(0.38828287484519636 ^ cos(T)) + cube(cube(sqrt(sin(inv(SiO2) - (Al2O3 + Al2O3))) + (sin(Al2O3) / sqrt(1.631127041045008))))) / 0.2916176746050667) - cos(T ^ 0.7206310488125492)) / sqrt(sqrt(1.631127041045008))),3.034339779179182*(sqrt(-sin(2*Al2O3 - 1/SiO2)) + 0.7829898030072707*sin(Al2O3))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>3.034339779179182*(sqrt(-sin(2*Al2O3 - 1/SiO2)) + 0.7829898030072707*sin(Al2O3))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492))
30,34,0.1383947446769984,0.0905219428075397,(((((exp(0.38828287484519636 ^ cos(T)) + cube(cube(sqrt(sin(inv(SiO2) - 0.07966051392588214)) + (Al2O3 / sqrt(sin(inv(SiO2))))))) / 0.2916176746050667) - cos(T ^ 0.7206310488125492)) / sqrt(sqrt(1.631127041045008))) - MgO),-MgO + 3.034339779179182*(Al2O3/sqrt(sin(1/SiO2)) + sqrt(-sin(0.07966051392588214 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>-MgO + 3.034339779179182*(Al2O3/sqrt(sin(1/SiO2)) + sqrt(-sin(0.07966051392588214 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - 0.8848671103658847*cos(T**0.7206310488125492))
31,35,0.1382175678631112,0.001281048095729043,(((((exp(0.38828287484519636 ^ cos(T)) + cube(cube(sqrt(sin(inv(SiO2) - 0.07966051392588214)) + (Al2O3 / sqrt(sin(inv(SiO2))))))) / 0.2916176746050667) - cos(T ^ 0.7206310488125492)) / sqrt(sqrt(1.631127041045008))) - sin(MgO)),3.034339779179182*(Al2O3/sqrt(sin(1/SiO2)) + sqrt(-sin(0.07966051392588214 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - sin(MgO) - 0.8848671103658847*cos(T**0.7206310488125492),PySRFunction(X=>3.034339779179182*(Al2O3/sqrt(sin(1/SiO2)) + sqrt(-sin(0.07966051392588214 - 1/SiO2)))**9 + 3.034339779179182*exp(0.38828287484519636**cos(T)) - sin(MgO) - 0.8848671103658847*cos(T**0.7206310488125492))
